frame.number,frame.time_epoch,eth.src,eth.dst,ip.ttl,ip.src,udp.srcport,ip.dst,udp.dstport,data
2345,1473412549, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 587 Price: 1667
2346,1473412549, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 587 Price: 1667
2347,1473412550, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 588 Price: 1592
2348,1473412551, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 588 Price: 1592
2349,1473412551, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 588 Price: 1592
2350,1473412551, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 588 Price: 1592
2351,1473412551, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 589 Price: 1643
2352,1473412551, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 589 Price: 1643
2353,1473412551, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 589 Price: 1643
2354,1473412552, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 589 Price: 1643
2355,1473412552, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 590 Price: 1696
2356,1473412552, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 590 Price: 1696
2357,1473412553, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 590 Price: 1696
2358,1473412553, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 590 Price: 1696
2359,1473412553, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 591 Price: 1618
2360,1473412553, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 591 Price: 1618
2361,1473412553, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 591 Price: 1618
2362,1473412554, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 591 Price: 1618
2363,1473412554, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 592 Price: 1628
2364,1473412555, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 592 Price: 1628
2365,1473412555, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 592 Price: 1628
2366,1473412555, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 592 Price: 1628
2367,1473412555, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 593 Price: 1519
2368,1473412555, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 593 Price: 1519
2369,1473412555, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 593 Price: 1519
2370,1473412556, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 593 Price: 1519
2371,1473412556, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 594 Price: 1554
2372,1473412556, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 594 Price: 1554
2373,1473412557, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 594 Price: 1554
2374,1473412557, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 594 Price: 1554
2375,1473412557, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 595 Price: 1563
2376,1473412557, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 595 Price: 1563
2377,1473412557, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 595 Price: 1563
2378,1473412558, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 595 Price: 1563
2379,1473412558, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 596 Price: 1575
2380,1473412558, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 596 Price: 1575
2381,1473412558, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 596 Price: 1575
2382,1473412559, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 596 Price: 1575
2383,1473412559, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 597 Price: 1530
2384,1473412559, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 597 Price: 1530
2385,1473412559, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 597 Price: 1530
2386,1473412560, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 597 Price: 1530
2387,1473412560, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 598 Price: 1546
2388,1473412560, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 598 Price: 1546
2389,1473412561, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 598 Price: 1546
2390,1473412561, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 598 Price: 1546
2391,1473412561, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 599 Price: 1568
2392,1473412561, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 599 Price: 1568
2393,1473412561, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 599 Price: 1568
2394,1473412562, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 599 Price: 1568
2395,1473412562, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 600 Price: 1575
2396,1473412562, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 600 Price: 1575
2397,1473412563, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 600 Price: 1575
2398,1473412563, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 600 Price: 1575
2399,1473412563, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 601 Price: 1580
2400,1473412563, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 601 Price: 1580
2401,1473412563, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 601 Price: 1580
2402,1473412564, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 602 Price: 1529
2403,1473412564, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 602 Price: 1529
2404,1473412565, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 602 Price: 1529
2405,1473412565, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 602 Price: 1529
2406,1473412565, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 603 Price: 1623
2407,1473412565, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 603 Price: 1623
2408,1473412565, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 603 Price: 1623
2409,1473412566, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 603 Price: 1623
2410,1473412566, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 604 Price: 1631
2411,1473412566, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 604 Price: 1631
2412,1473412567, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 604 Price: 1631
2413,1473412567, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 604 Price: 1631
2414,1473412567, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 605 Price: 1653
2415,1473412567, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 605 Price: 1653
2416,1473412567, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 605 Price: 1653
2417,1473412568, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 605 Price: 1653
2418,1473412568, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 606 Price: 1583
2419,1473412568, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 606 Price: 1583
2420,1473412568, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 606 Price: 1583
2421,1473412568, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 606 Price: 1583
2422,1473412569, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 607 Price: 1636
2423,1473412569, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 607 Price: 1636
2424,1473412570, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 607 Price: 1636
2425,1473412570, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 607 Price: 1636
2426,1473412570, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 608 Price: 1619
2427,1473412570, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 608 Price: 1619
2428,1473412571, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 608 Price: 1619
2429,1473412571, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 608 Price: 1619
2430,1473412571, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 609 Price: 1665
2431,1473412571, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 609 Price: 1665
2432,1473412571, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 609 Price: 1665
2433,1473412571, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 609 Price: 1665
2434,1473412572, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 610 Price: 1552
2435,1473412572, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 610 Price: 1552
2436,1473412572, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 610 Price: 1552
2437,1473412573, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 610 Price: 1552
2438,1473412573, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 611 Price: 1590
2439,1473412574, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 611 Price: 1590
2440,1473412574, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 611 Price: 1590
2441,1473412574, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 611 Price: 1590
2442,1473412574, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 612 Price: 1654
2443,1473412574, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 612 Price: 1654
2444,1473412574, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 612 Price: 1654
2445,1473412575, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 612 Price: 1654
2446,1473412575, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 613 Price: 1586
2447,1473412575, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 613 Price: 1586
2448,1473412576, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 613 Price: 1586
2449,1473412576, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 613 Price: 1586
2450,1473412576, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 614 Price: 1679
2451,1473412576, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 614 Price: 1679
2452,1473412576, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 614 Price: 1679
2453,1473412577, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 614 Price: 1679
2454,1473412577, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 615 Price: 1595
2455,1473412577, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 615 Price: 1595
2456,1473412577, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 615 Price: 1595
2457,1473412578, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 615 Price: 1595
2458,1473412578, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 616 Price: 1629
2459,1473412578, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 616 Price: 1629
2460,1473412578, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 616 Price: 1629
2461,1473412579, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 616 Price: 1629
2462,1473412579, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 617 Price: 1604
2463,1473412579, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 617 Price: 1604
2464,1473412579, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 617 Price: 1604
2465,1473412580, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 617 Price: 1604
2466,1473412580, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 618 Price: 1569
2467,1473412580, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 618 Price: 1569
2468,1473412581, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 618 Price: 1569
2469,1473412581, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 618 Price: 1569
2470,1473412581, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 619 Price: 1594
2471,1473412581, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 619 Price: 1594
2472,1473412581, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 619 Price: 1594
2473,1473412582, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 619 Price: 1594
2474,1473412582, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 620 Price: 1542
2475,1473412582, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 620 Price: 1542
2476,1473412582, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 620 Price: 1542
2477,1473412583, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 620 Price: 1542
2478,1473412583, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 621 Price: 1563
2479,1473412583, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 621 Price: 1563
2480,1473412583, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 621 Price: 1563
2481,1473412583, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 621 Price: 1563
2482,1473412584, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 622 Price: 1534
2483,1473412585, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 622 Price: 1534
2484,1473412585, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 622 Price: 1534
2485,1473412585, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 622 Price: 1534
2486,1473412585, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 623 Price: 1688
2487,1473412585, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 623 Price: 1688
2488,1473412585, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 623 Price: 1688
2489,1473412586, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 623 Price: 1688
2490,1473412586, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 624 Price: 1609
2491,1473412586, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 624 Price: 1609
2492,1473412587, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 624 Price: 1609
2493,1473412587, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 624 Price: 1609
2494,1473412587, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 625 Price: 1543
2495,1473412587, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 625 Price: 1543
2496,1473412587, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 625 Price: 1543
2497,1473412588, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 625 Price: 1543
2498,1473412588, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 626 Price: 1547
2499,1473412588, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 626 Price: 1547
2500,1473412588, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 626 Price: 1547
2501,1473412589, 3c:07:54:0d:62:3c, 01:00:5e:16:00:01,64, 10.10.10.1,33000, 239.22.0.1,51000, Symbol: APPL Seqno: 626 Price: 1547
2502,1473412589, 3c:07:54:0d:62:3c, 01:00:5e:16:00:04,64, 10.10.10.4,33000, 239.22.0.4,51000, Symbol: APPL Seqno: 627 Price: 1579
2503,1473412589, 3c:07:54:0d:62:3c, 01:00:5e:16:00:03,64, 10.10.10.3,33000, 239.22.0.3,51000, Symbol: APPL Seqno: 627 Price: 1579
2504,1473412589, 3c:07:54:0d:62:3c, 01:00:5e:16:00:02,64, 10.10.10.2,33000, 239.22.0.2,51000, Symbol: APPL Seqno: 627 Price: 1579
